Actual,Message,Predicted
None,b'$FB 145+ next week',None
None,b'Social Networks: Growing But Demographics Getting Poorer | $FB $TWTR $SNAP $LNKD $MSFT $VINE $PINTEREST $TMLR | http://bit.ly/2nNCOd1',None
None,b'Teens Favorite Brands $SNAP v $FB? $NKE v $ADDYY? $SBUX v $MCD? $AAPL iPhone v $GOOG Android v $MSFT? $AMZN v $WMT? http://bit.ly/2ofGhfR',Bullish
None,b'Facebook to Hire Someone to Oversee Battle Against Fake News $FB http://dlvr.it/NxKsYV',Bearish
None,b'$STRP sister 5G stock $AVNW beginning the buyout run. Low float# cash rich &amp; only 5G backhaul game in town. $T# $VZ# $NFLX # $FB  @ $85-$90',None
Bearish,b'$FB Has a monopoly on live killings.  The more killings the higher the stock price.',Bearish
None,b'SIdeways day probablyyyyyyyyyy $SPY $GOOGL AMZN $FB $AAPL only thing that is popping hard is $BABA. Go china',None
Bullish,b'$FB Love that FB is launching another satellite next year. ?',None
Bearish,b'$FB in some 141 puts down she goes',None
Bullish,b'$FB $TWLO Love what  Greenspan said &quot;As long as fear prevails#you buy stocks and forget you own them!&quot; It&#39;s the euphoria that tanks markets.',Bearish
None,b'$FB CT time stamps',None
None,b'$FB these are probably going to 2 but I got meetings and in fact closed the trade while driving.  CT time stamps',Bearish
None,b'What Are The 3 Most Unshortable Stocks? | $AAPL $GOOG $GOOGL $FB $AMZN $CI $ANTM $HUM $AET $NFLX $MSFT $YHOO | http://bit.ly/2nALWl2',None
None,b'Nice holds and added strength by Facebook and Alibaba# particularly out of a bit of a fade. Apple not too shabby too. $FB $BABA $AAPL',Bullish
Bullish,b'$PFPT look at this short covering prior to ER... Wall Street never surprises! long $AAPL $FB $QCOM $EBAY $F $OCLR $NVDA $m $SKX $JNJ $F $VZ',None
None,b'Does Anybody Have a Chance to Beat $AAPL In The Race to $1 Trill? $GOOG $GOOGL $MSFT $AMZN $FB $TSLA $BRK.A $BRK.B http://bit.ly/2ohtcX8',None
None,b'$AVNW Low float#cash rich 5G buyout play. $STRP set the price for 5G &amp; $T# $VZ# $NFLX &amp; $FB all MUST have 5G backhaul. $85-$90 buyout .',None
None,b'$FB uh oh# I see the sweat forming ?',None
Bullish,b'$AAPL $AMZN $HD $SBUX $MELI $FB $TSLA $NVDA \nAnother beautiful GREEN day!\n\n??',Bullish
None,b'Making &quot;Alpha&quot; In Large Caps? | $AAPL $MSFT $AMZN $BRK.A $BRK.B $FB $JPM $BABA $BAC $V $MA $MRK $PEP | http://bit.ly/2nTDjhM',None
Bullish,b'$Fb in track to 145 this week.',None
Bullish,b'$FB  Yesterday was the start of the Runup into earnings! Buy! Buy!',None
None,b'I really think we go sidweays all day. Not much range up and down. Just ping pong. $SPY $GOOGL $AAPL $AMZN $FB',None
None,b'$FB  Wow! See how fast those shares got scoop up... $144 plus today for sure..',None
Bullish,b'$FB Let&#39;s bomb North Korea!',None
None,b'$YHOO# $FB# $ZNGA# $TWTR# $AKAM# $GPRO# $RHT# $MSFT Tech Giants Request Block of President Trump&#39;s Second Travel Ban http://crweworld.com/article/markets/69311/tech-giants-ask-court-to-block-us-president-donald-trumps-second-travel-ban',None
Bullish,b'$FB $SNAP  https://stratechery.com/2017/facebook-and-the-cost-of-monopoly/ .',Bearish
None,b'Ever awakened thinking: &quot;Is $FB breaking out?&quot; Fullfill your morning thoughts at http://stockcharts.chartmill.com/u/BkHEC4LRe',Bearish
Bullish,b'$SNAP $FB https://stratechery.com/2017/facebook-and-the-cost-of-monopoly/',Bearish
None,b'$FB 140 close tomorrow!! Easiest short on planet with OPEX clearly telling you the pin',None
None,b'$SNAP 5 years time I don&#39;t even think this will exist. Not growing user #s and will never be able to compete with $FB and Instagram.',Bullish
Bullish,b'$FB amazing stock and a amazing CEO i will see how earning turn out before buying more',None
None,b'Don&#39;t look now but Starbucks $SBUX is getting hot http://www.schaeffersresearch.com/content/news/2017/04/20/american-express-facebook-starbucks-upgraded?utm_source=SM&amp;utm_medium=Link&amp;utm_campaign=Twitter $FB $AXP',None
Bullish,b'$FB made nice profit this morning but unlikely to get back in unless it breaks the ath...',Bearish
Bearish,b'$FB showing weakness at 143.  Adding May puts.',Bearish
None,b'$FB Holding June Sept and Jan all in!!',None
None,b'$FB melt up lets go',None
None,b'$FB Anyone holdidng calls through ER?  I think I may cash out soon...',None
None,b'$SPY $AAPL $GOOGL $FB $AMZN $NFLX $GS  feeling like a sideways day.',None
None,b'$IMNP up 20 % since alert\n\n$SHOP Looking stronger than ever \n\n$SNAP Neds to.go lower\n\n$FB $NFLX $AAPL $AMZN solid',Bullish
None,b'#FB #FacebookInc Stock Could Have 3 New Catalysts @vikramnagarkar $FB https://amigobulls.com/articles/2017-04-19-facebook-inc-fb-stock-could-have-3-new-catalysts',None
None,b'The Market In 5 Minutes https://benzinga.com/z/9322535 $FB $FOXA $GS $XOM $X $SBUX $TRCO $NSTG',None
None,b'A Few Takeaways From Facebook&#39;s F8 Developer Conference https://aff.whotrades.com/t/b/pra6v/ $FB',None
None,b'$GBPUSD $GBPJPY $GBPAUD $GBPCAD $GBPCHF $GBPNZD $USDCAD $USDJPY $USDCHF $USDX $USDCNY $AUDUSD $AUDCAD $AUDNZD $FB $TWTR $GOOG $6B_F $FTSE',None
None,b'$FB sum put vol=43#792 sum call vol=55#232 PutCallRatio=0.79 expiration 04/21/2017 . http://bit.ly/2pdN6QH',None
None,b'$MRK to partner with $MRLA @ .25#Tiny float. Detects skin cancer via any smart device. $FB Zuckerberg also fan of AI leader. Buyout by $FB ?',None
None,b'Facebook ($FB) is the new (monopolistic) Microsoft ($MSFT). (via @benthompson) https://stratechery.com/2017/facebook-and-the-cost-of-monopoly/',Bearish
None,b'$FB $GOOG $TSLA \n\nNews posted',None
Bullish,b'$FB cross 144.50 today# ER in focus. Instagram is huge.',None
None,b'$FB News/',None
None,b'$AMZN that is a weird Premarket pop and drop... nothing else like $AAPL $FB $GOOGL $NFLX $GS $TSLA $SPY did that. Only pop and hold',None
None,b'Facebook Focusing On Other Realities As Company Unveils Plans For Next Phase https://benzinga.com/z/9318964 $FB $SNAP',None
Bullish,b'$FB Jeffries reiterates strong buy rating with 175 PT https://stocknews.com/news/fb-jefferies-reiterates-buy-rating-175-pt/',Bullish
None,b'$FB Mind Reading# WiFi Drones# 360-Cams on Display On Day 2 Of Facebook Confab (FB) http://www.investopedia.com/news/mind-reading-wifi-drones-360cams-display-day-2-facebook-confab-fb/?partner=YahooSA&amp;yptr=yahoo via https://finzine.com',None
None,b'25 High-Quality Businesses Likely To Outperform The Market In a Downturn $AAPL $AMZN $BA $BABA $DIS $FB $GOOG $GOOGL http://bit.ly/2pGfxHu',None
None,b'$SNAP $FB so from what I&#39;ve been reading FB AR leaps and bounds ahead of SNAPs. Best summary I&#39;ve seen here',Bullish
Bullish,b'$FB IF Zuck kills $SNAP# it is a message that &#39;when Zuck tries to buy you# sell and if not# suffer&#39;.When you play GOT u either win or die.',None
None,b'$FB Thursday Tech Wrap: Google&#39;s Ad- blocking# Facebook&#39;s Virtual Reality Push#... http://www.forbes.com/sites/parmyolson/2017/04/20/tech-wrap-google-facebook-virtual-reality-tesla-htc/?utm_source=yahoo&amp;utm_medium=partner&amp;utm_campaign=yahootix&amp;partner=yahootix&amp;yptr=yahoo via https://finzine.com',None
None,b'$FB  $SNAP Come to 2018# only your mom and dad will still be on facebook. Good luck stealing the brilliance! https://www.youtube.com/watch?v=_pYvmrv7Zgw',Bullish
None,b'MasterCard $MA Shopping Chatbots Now Taking Orders on Facebook Messenger $FB https://www.macrumors.com/2017/04/20/mastercard-shopping-chatbots-messenger/ #FinTech #chatbots',None
Bullish,b'$FB Automatic $800 PT Raised By Crab Claw Capital',None
None,b'$FB  Announced Q1   EARNINGS for 3-May-2017 AMC The options are pricing in a -+4.8% move. https://marketchameleon.com/Overview/FB/Earnings/',None
None,b'$FB $IBM Hello# my name is Watson. I&#39;m an AI TV voice but I may be out of a job because I can&#39;t figure out to turn around 20 negative Q&#39;s.?',Bearish
Bullish,b'$FB FB has alway moved methodically in a measured manner. Barring news of adoption in China# it will continue on its current trajectory.',None
None,b'$FB $NFLX Netflix 1948',None
None,b'$FB Someday you&#39;ll be a star! ?',None
Bullish,b'Long: $ALGN# $CTRE $GEO $SYK $FB $GOOGL $AAPL',None
None,b'$FB FB doesn&#39;t work try logging on',None
Bullish,b'$FB good pre mkt vol',Bullish
None,b'$FB',None
Bullish,b'$FB',None
None,b'@kaboinc god you guys are so slow. It was already possible at $SNAP. So stop celebrating old tools. Just another copycat move from $FB',Bearish
None,b'Cheap call option upside: $FB calls cheaper than 100% of history# $AAPL 99%# $VLO 99%# $BIDU 99%# $EWJ 99%# $NFLX 99%# $QQQ 99%',None
None,b'$FB The battle zone is $143# price needs above to be free# if so can fly like a butterfly &amp; sting like a bee $SPY #FB',None
None,b'$FB i meant SNAP',None
None,b'$FB GOPRO will remain the &quot;weak-sister&quot; company and resemble TWTR&#39;s tenacity and perseverance. But it will never soar like FB did.',Bearish
Bullish,b'$FB After F8# anyone who doesn&#39;t get the comparison between Zuck and Jobs doesn&#39;t get it. Owning FB today is like owning Apple 15 yrs ago.',None
Bullish,b'$FB BTW - Blue Horseshoe has landed and is ready to weigh in on Facebook# Word is the verdict will be favorable for Q1. I tend to agree.',None
Bullish,b'$FB Rally onto to ER# Garth! Talk at you later. (GGecco)',None
Bullish,b'$FB WS is not setting the bar for FB stock. FB is. I&#39;m either on the train or watching it go by. CB $118# in it for the long long haul.',None
Bullish,b'$FB FB still failry-to-undervalued at this level. Irrational exuberance would have to blow it up to $160-$170 for it to be overvalued.',Bearish
Bullish,b'$FB MY SENTIMENTS EXACTLY! &quot;Despite its size and popularity# FB may be a sleeper bullish pick this earnings season.&quot; http://investorplace.com/2017/04/facebook-inc-fb-stock-heading/#.WPh_NCMrJTo',Bullish
Bullish,b'$FB 145 by close today.',None
None,b'Approximately 1 out of every 10 shares traded on the NYSE is a retail trader. So do these messages have any real effect. $FB',None
Bullish,b'$FB  very very good stock to won i should have bought more amazing company with a lot of product in line to monetize',Bullish
None,b'Retail investor who buy and sell securities for their personal account. Only 11% of all traded shares on the NY stock exchange.  $FB\n$FB',None
Bullish,b'$FB Facebook\x92s new Surround 360 video cameras let you move around inside live-action scenes http://www.theverge.com/2017/4/19/15345738/facebook-surround-360-video-cameras-f8-conference-2017 This is SO COOL! Love FB',None
Bullish,b'$FB Why FB Keeps Beating Every Rival: It\x92s the Network# of Course http://tinyurl.com/l5x79wl &quot;FB is the biggest network and it always wins.&quot;',None
None,b'$FB Why Facebook Keeps Beating Every Rival: It\x92s the Network# of Course https://www.nytimes.com/section/technology?https://www.nytimes.com/2017/04/19/technology/facebook-snapchat-instagram-innovation.html?rref=collection%2Fsectioncollection%2Ftechnology&amp;action=click&amp;contentCollection=technology&amp;region=rank&amp;module=package&amp;version=highlights&amp;contentPlacement=1&amp;pgtype=sectionfront',Bullish
Bullish,b'$FB you got one job# BTFD. That is all.',None
Bullish,b'$SNAP was the INNOVATOR (intelligent but poor). $FB is the GAME CHANGER (wise and rich). Put your hopes in $SNAP but put your money on $FB.',None
None,b'$FB going to make all time highs today...',None
Bullish,b'$FB Just opened the camera platform for AR and millions will jump to put their ideas in...Repeat after me - FIRST Social AR Camera Platform',None
None,b'$FB $AMZN to my watchlist  http://hubs.ly/H072Qh00',None
None,b'Facebook wants to read your mind $FB @facebook http://bit.ly/FBFNTTS',None
Bullish,b'$SNAP world lenses are epic ?? I see why $FB is scrambling to keep up with $SNAP',None
None,b'$FB Facebook: Why This Star Money Manager Is Bullish http://blogs.barrons.com/asiastocks/2017/04/20/facebook-why-this-star-money-manager-is-bullish/?mod=yahoobarrons&amp;ru=yahoo&amp;yptr=yahoo via https://finzine.com',None
None,b'Law change could boost little-used state crowdfunding laws $FB https://www.marketbeat.com/n/3647502/',Bullish
Bullish,b'Today $FB shows BUY signal (TA) for short term. Technical analysis source: https://goo.gl/oK6Pq8',None
None,b'$SPY# $IWM# $QQQ. $DIA# $AAPL# $FB# $GOOG# $AMZN# $GDXJ# $TLT# $SRTY# $UCO# $IBB https://twitter.com/marketwatch/status/854926432266579969',None
None,b'@TaoHaus @Nab92510 all about add $ and you get more bang for your $ with $fb',None
Bullish,b'Snap: How Low Should It Go? $FB $SNAP $TWTR http://ow.ly/nTkw30b0jT8',None
None,b'Analysts Recommendations  37 buys  and 1 sell... Virtually a  sure deal. $FB',None
None,b'$FB this stock is showing exceedingly powerful relative strength in a downtrending market...breakout is imminent',Bullish
None,b'$FB high estimate 1.33 1st qtr  1.46 2nd qtr    2017 yr  $6.25   2018 yr 7.71',None
Bearish,b'$FB https://m.youtube.com/watch?v=t7tA3NNKF0Q',None
None,b'Mean Estimate 1.12  1s Qtr  1.31  2 nd Qtr 1.43  2017  yr  2018  yr High Est 1.33 1st Qtr 1.46   2nd  Qtr \n6.25  2017 yr 7.71  2018  yr  $FB',None
Bullish,b'$FB Instagram is huge this time# revenue doubled. ER going to best in Fb history.',Bullish
Bullish,b'$FB Facebook is developing AI that can read/predict what your thinking. Bears better stop comparing FB to myspace..seriously..',None
None,b'$FB Jefferies reiterates Buy rating# $175 PT https://stocknews.com/news/fb-jefferies-reiterates-buy-rating-175-pt/',None
Bullish,b'$FB 84% Bullish signal for the next 60 days\nScientific Trading by http://www.algonell.com/',None
None,b'Looks like investors have already priced in Facebook&#39;s growth $FB - https://simplywall.st/NasdaqGS:FB/facebook/?utm_medium=stocktwits&amp;anchor=intrinsic-value-export#intrinsic-value-export',None
None,b'$FB R.W. Baird reiterates Outperform rating# $163 PT https://stocknews.com/news/fb-r-w-baird-reiterates-outperform-rating-163-pt/',Bullish
Bullish,b'It would be really cool if $FB is just a long long long timeline project to create a better Microsoft Word. $study https://www.bloomberg.com/news/articles/2017-04-19/facebook-s-building-8-envisions-using-brain-waves-to-type-words',Bullish
None,b'Midnight Study! : $FNCX $FB $CYTR  $TSLA $CBLI $ARGS $RXII $QCOM $NVDA $VRX $SNAP $AUPH $IMGN $VHC $NLNK  #STNewsletter',None
Bullish,b'$FB 165 very soon. Buying here.',None
Bullish,b'$SPY $AAPL $$FB can&#39;t wait till market panics to Le Pen winning 1st round Sunday. She&#39;ll win 1st round# but is a long shot in the run-off.',Bullish
Bullish,b'$FB going to beat earnings nicely.',None
None,b'Facebook&#39;s outperform rating reiterated at Robert W. Baird. $163.00 PT. http://www.marketbeat.com/r/805165 $FB',Bullish
Bearish,b'$FB There is something not right about Instagram. My profile picture explains it  all.',None
None,b'$FB http://www.marketbeat.com/r/805148 (175 price target)',None
None,b'$FB Jefferies Group with the $175 PT. That should give this a little pop tomorrow.',None
None,b'@mjwill12 $FB sure',None
None,b'Cram&#39;s Thursday WL &amp; AH Gainers pt1\n\n$SRNE $SCSS $FB $NADL \n\n$RXII $SKLN $XTNT $DCTH \n\n$QBAK $SBBP $NLST $CBMX\n\n$RNN $AUPH $CBLI $PPHM\n$ARGS',None
None,b'$AAPL $FB Remember when AAPL &amp;FB crossed the 140 line &amp; AAPL was  leading # I said CMon MZ# U R young# run run.. well as of today MZ won :)',Bullish
None,b'Thursday&#39;s Watch Part 1: $FNCX $FB $CYTR $JNUG $TSLA $CBLI $ARGS $RXII $QCOM $NVDA $VRX $SNAP #leggo #StayGreen???',None
Bullish,b'$FB sure thought by now @165. What takes so long to get to $500... 5 years or 10? In since IPO. Guess I&#39;ll wait!',None
None,b'The worst part of bull markets is the increase of inexperienced people educating other inexperienced people - Ian Cassel - $FB $TWTR $STUDY',Bearish
None,b'Facebook&#39;s buy rating reiterated at Jefferies Group LLC. $175.00 PT. http://www.marketbeat.com/r/805148 $FB',None
None,b'$FB $SNAP ha! well put',None
None,b'Cheap put options and hedges: $CELG puts cheaper than 99% of history# $BIDU 99%# $FB 99%# $NFLX 99%# $YHOO 99%# $AAPL 99%# $GILD 99%',None
None,b'Great read ... Facebook and the cost of monopolies https://stratechery.com/2017/facebook-and-the-cost-of-monopoly/ $fb $snap',None
None,b'I bought $AMZN in 02&#39; at $12 $PCLN in 03&#39; at $13 $AAPL in 08&#39; at $24 $NFLX at $12 $FB at $21 $TSLA at $32 + many others.',None
Bullish,b'$BIDU $FB - &#39;you can use our AI framework for free.&#39;  \n\n$NVDA - &#39;we accept all major credit cards.&#39;\n\nget it?',None
None,b'ChartGuys Technical Analysis Video 4/19/2017\n\nhttp://scalpthatstock.com/xlk-aapl-fb-technical-analysis-chart-4192017/\n\n$XLK $AAPL $FB',None
Bullish,b'With $BIDU Apollo and $FB Caffe2 open sourcing# we are seeing a clear ramp up of $NVDA based AI platforms in the war for more data &amp; control',None
Bearish,b'@mjwill12  @SleemStockPicks I believe employee vesting is 3 months. Then stock will likely drop. $FB had $1BIL net profit BEFORE IPO.',None
Bearish,b'@mjwill12 @SleemStockPicks $SNAP has loyal user base that hate $FB privacy invasions. It could sucess in long term.',Bullish
None,b'$FB https://finance.yahoo.com/news/facebook-exec-plan-get-rid-internet-dead-zones-around-corner-232510355.html',None
None,b'If there is competition bw $FB and $SNAP# in what scenario does Snap win? Seems Snap fills a niche that FB will takeover with a minor update',Bullish
None,b'$FB $SNAP Snapchat and Instagram Find a Way to Coexist http://hubs.ly/H075tFF0',None
None,b'$FB RBC reits 175 PT',None
None,b'$FB this should solve the texting while driving problem',Bearish
Bullish,b'$FB MasterCard and Messenger. Powerful alliance! https://blogs.wsj.com/cio/2017/04/19/mastercard-announces-shopping-chatbots-for-facebook-messenger/?mod=yahoo_hs&amp;yptr=yahoo',Bullish
None,b'@operaghost88 tommor $FB will be up another 1%!',None
Bullish,b'$VUZI A/R world!! $SNAP $FB Here\x92s Everything Facebook Announced at F8# From VR to Bots - WIRED\nhttps://apple.news/Agv4SXTvTQSq9Pe4mEjsOaQ',None
None,b'$FB anybody worried about massive sell off in the recent future?',None
Bullish,b'#AMD @AMD&#39;s Tweet: https://twitter.com/AMD/status/854847170511593473?s=09\n\nMaking VR wireless = $FB $MSFT $SNE &amp; more adoption of this technology. Not just a chip company',None
None,b'Snap: How Low Should It Go? \nhttps://seekingalpha.com/article/4063563?source=ansh $SNAP# $FB# $GPRO# $TWTR',None
None,b'$FB ? love it! I guess FB is a camera company too.',None
None,b'$FB The guardian has so little to say that is credible. Facebook is not responsible for crumbling mores in an &quot;everyone&#39;s a winner&quot; society',Bullish
Bullish,b'$FB Go F yourself. https://www.theguardian.com/commentisfree/2017/apr/19/facebook-cleveland-killing-media-host-legal-protections',None
Bullish,b'@RyanST @howardlindzon along with $fb $amzn and $aapl oh boy',None
None,b'Wednesdays Chart Breakouts\n\nhttp://scalpthatstock.com/breakout-4-19-2017/\n\n$FB $SBUX $HST $VG $BIDU $BBY $SKX $HRB $AN',None
None,b'$FB ya?  I&#39;m up over $60\\share from when I started accumulating this.  Not sure what stock we&#39;re talking about here.',None
None,b'$SPY# $FB# $AAPL# $AMZN',None
None,b'$FB lol# this thing barely moves. If you want to make real money trade penny stocks',None
None,b'$FB http://www.zerohedge.com/news/2017-04-19/chicago-tribune-says-facebook-fake-news-filter-killing-its-traffic',None
None,b'Dow Drops 118 points as Nasdaq Rallies $TSLA $CMG $FB lead the bulls. https://www.periscope.tv/NaviAvatar',None
Bullish,b'$FB Everyone was totally ? wowed by google search when it was new. If bots live up to the hype they could be just as successful.',Bullish
Bearish,b'$FB Don&#39;t let one good day turn bears into not bulls. This is the place to short.',Bullish
None,b'BTFD @ 141.13. $FB',None
None,b'$FB 132 weekly calls paid today for many. bOOm!',Bullish
Bullish,b'$FB a breakout is on the horizon',None
None,b'VIDEO: $XLK $AAPL $FB Technical Analysis Chart 4/19/2017 https://chartguys.com/tickers/aapl #company #stockaction #stockmarket #markets',None
None,b'Market Commentary For Thursday# Apr 20 $FB# $JCP# $IBM# $AXP# $M# $JWN# $TSLA# $ISRG# $AGQ# $BA# $AMZN# $SCSS# $DDS http://crweworld.com/article/finance/69187/the-moskowitz-report-fb-jcp-ibm-axp-m-jwn-tsla-isrg-agq-ba-amzn-scss-dds-nflx-qcom-kss-gdx-ebay-shld-googl-csx-uri-wmt-aapl-rl-xrt-stock-market-commentary-for-thursday-april-20-2017',None
None,b'Facebook F8: The Good# the Bad# and the Snapchat Clone $FB $SNAP http://bit.ly/2oMyObO http://bit.ly/FBFNTTS',None
Bullish,b'$NVDA $FB conference talks a lot about AI and computer vision# you know that means more NVDA gpus',None
None,b'Facebook is about to take the wraps off its secretive and ambitious consumer hardware group: http://www.businessinsider.com/facebooks-building-8-working-on-camera-augmented-reality-mind-reading-projects-2017-3 $FB $AAPL $GOOGL $SNAP',None
None,b'Facebook Messenger now supports group payments: http://ow.ly/dcwh30aZZTv $FB',None
None,b'$FB $SNAP FB is to big remember they bought instagram for a billion',None
Bullish,b'$SNAP I now completely understand why SNAP doesn&#39;t have voting shares.  They were worried about a hostile takeover by $FB',Bearish
None,b'Two consec down days in tech $NFLX $XLK $VGT $AAPL $TSLA $GOOG $AMZN $SNAP $FB $TWTR Today&#39;s LIVE Trades: https://youtu.be/ko5gkfvFH-g',None
None,b'Ready to invest? $FB is definitely worth checking out today! http://stockcharts.chartmill.com/u/HkKjbDSAg',None
None,b'Tonight&#39;s Action List: $IBM $AMAT $AMD $NVDA $FB are on the |Tech| list --- https://aff.whotrades.com/t/b/n754hpgu/',None
None,b'$FB vs $SNAP http://www.businessinsider.com/people-are-saying-f8-is-all-about-crushing-snap-to-smithereens-2017-4?utm_content=bufferd1b43&amp;utm_medium=social&amp;utm_source=facebook.com&amp;utm_campaign=buffer-ti WHO DO YOU THINK WILL WIN?',Bullish
None,b'$GOOG $GOOGL $BIDU $FB $AMZN',None
Bearish,b'$FB',None
Bearish,b'$FB Deep red market tomorrow will drag tech down. Sell now and come back at 125.',Bearish
Bearish,b'$FB 143 tested and rejected.  Next stop 141.',Bearish
None,b'$FB lets go to the moon!',None
Bullish,b'$FB Zuckerberg should sue the life out of $SNAP For Haraasment ! Snap what a joke . Hope he does maybe they&#39;ll have to forfeit snap to FB!',Bearish
Bearish,b'@KingTEA $fb $aapl both dead zombies',None
Bullish,b'$SNAP obviously zuckerberg weird face is intimidated &amp; on edge why else is he on top of it $FB',None
Bullish,b'$FB which one do you like your invested company be CEO. Zuckerberg or Spiegel.',None
Bullish,b'Investing in Artificial Intelligence - Economic Growth and Stock Picking https://seekingalpha.com/article/4063499-investing-artificial-intelligence-economic-growth-stock-picking $GOOG $GOOGL $BIDU $FB $AMZN',None
None,b'$FB top of range breakout watch above 143.6# analysis http://chart.st/FB',None
None,b'Why Netflix# Facebook# Amazon Could Flourish If Hollywood&#39;s Writers Strike $NFLX $FB $AMZN http://bit.ly/2oMdu5Y http://bit.ly/AGTNFLX',None
None,b'$FB if ur still bearish after this closed up 1% on a red day# then u need to reconsider ur trading',Bearish
Bullish,b'$FB Was expecting a larger jump in share price today... *shrugs* Still a great Long Term play',Bullish
None,b'Facebook Unveils Two Improved 360-Degree Cameras at F8 Conference $FB $AAPL $SSNLF http://bit.ly/2ph7Xpw http://bit.ly/FBFNTTS',Bullish
None,b'Recent CEO sales&gt;100K $CXW $HNI $EQIX $XTLY $CRTO $SABR $VR $FB $SSP $BKFS Report and alerts here http://bit.ly/2oMswbZ',None
None,b'@traderjoe123 nope $FB is BS ppl are selling meat and crap on there',None
None,b'Zuckerberg vs. Spiegel: The Battle for Augmented Reality Supremacy http://bit.ly/190417FB6 $FB $SNAP',None
None,b'Can Value Investors Own Facebook? http://bit.ly/190417FB5 $FB $BAC',None
None,b'$FB nice set up for new ATH manana and maybe 150 before ER https://investor.fb.com/investor-events/default.aspx',Bearish
None,b'$SPY The last earnings i want to see is &quot;FACEBOOK&quot; $FB',None
Bullish,b'$FB $VZ $AAPL ?',None
None,b'$SPY $FB $AAPL $AMZN $JPM $NVDA intraday shorts covering. meaningless.',None
None,b'RECAP 4/19\n+Pos Comments: $FAST $HDS $HWCC $MRC $MSM $WCC $MTD $RTEC $FB\n-Neg Comments: $BSAC $KORS $CGI $FNSR $WIX $CMG',None
None,b'$FB highest hourly volume was toward the close. Huge buying!',Bullish
None,b'@Djiceberg729 no #bro I just saw it with my own two eyes they have it YESTERDAY and it&#39;s up and running $SNAP $FB',None
Bullish,b'$AAPL Im sure ill wish I had bought these calls at the low today but 142 hits tomorrow and 143 on $fb all gets tested',Bearish
Bullish,b'$FB is working on technology that would bypass the wire bringing the internet to your house.',None
None,b'$FB that is some solid buy volume! Wow...',None
None,b'$FB Put Spread Trades 1#000 Times - More info: https://marketchameleon.com/Overview/FB/OptionChain/',None
None,b'$SPY $FB $AAPL $AMZN $JPM $NVDA seems like smart money is loading up at the close',None
None,b'@bluenoid wrong. SNAP has AR while facebook includes it a 10 year plan! You are blind because $FB has been the leader for so long.',Bearish
Bullish,b'@TradeLikeElvis I&#39;m loading up on $FB!',None
None,b'$FB I want my 143 back u pansies',None
None,b'$FB up 23% YTD  what else do I need? How many yrs for $SPY to give us this gains?',Bullish
None,b'$SNAP The only advantage snap has over $FB is teens do their secret stuff on it they don&#39;t want their parents to see\x96masturbating4 bf/gf',Bullish
None,b'$FB dear fellow Facebook longs who sold...u suck!',None
None,b'$AMZN $PYPL $CSCO $QCOM $IBM $IRDM $MSFT $GOOG $GOOGL $FB',None
None,b'$FB sell today...buy tomorrow at $143+',None
None,b'$AVNW: Darkhouse for 5G buyout is $NFLX. They need 5G backhaul as bad as $FB# $T# $VZ# $TMUS and others. $AVNW bid war value opens @ $85-$90',Bearish
Bullish,b'$FB I was wishing for this in 2014 when FB bought Oculus. https://www.facebook.com/zuck/posts/10103658913005801 Once again making my dreams come true.',None
None,b'Will Zuckerberg Crush Snapchat? Facebook looks to beat Snapchat w. improved AR/VR products $FB $SNAP [VIDEO] https://www.youtube.com/watch?v=qwcXBeizPOc&amp;list=PLa_QP0x5ICMWCVXmnuDrNWKIO4bceuSfc&amp;index=2',Bullish
None,b'$FB why is this holding strong today?',Bullish
None,b'Facebook exec: VR could be the &#39;world&#39;s most powerful social platform&#39; $FB @facebook https://yhoo.it/2pD0alV  http://bit.ly/FBFNTTS',None
Bearish,b'$SNAP short $snap# Long $FB',None
None,b'Facebook Unveils Two Improved 360-Degree Cameras at F8 Conference $FB http://dlvr.it/NwykCp',Bullish
None,b'$TWTR $FB $SNAP so quietly a pumper on stocktwits knows about it and is broadcasting to the select millions only ... our little secret',None
Bullish,b'$FB Facebook is taking a second crack at designing 360-degree cameras http://www.cnbc.com/2017/04/19/facebook-x6-and-x24-360-degree-cameras-unveiled.html',None
Bullish,b'$TWTR $FB $SNAP SERC is quietly getting up to .60 before the breakout. Put it on your watchlist.',None
None,b'$AVNW: 5G bid war that engulfed $STRP now starting. $T# $VZ# $TMUS and yes# $FB &amp; $NFLX all need 5G backhaul. $AVNW fair price $85-$90.',None
None,b'$FB i guess we have to wait for tomorrow for that $143+ close',None
None,b'How to Invest in the &quot;Internet of Things&quot; http://bit.ly/2pSo218 $AMZN $PYPL $CSCO $QCOM $IBM $IRDM $MSFT $GOOG $GOOGL $FB',None
None,b'\x93The Reckoning is Finally Here\x94 $fb is mention in this talk but I think FB relates to a lot of what is said in it http://thereformedbroker.com/2017/04/19/the-reckoning-is-finally-here/?utm_source=dlvr.it&amp;utm_medium=twitter',None
Bullish,b'@XiomaraB you spend hours on $FB? #awkward',None
Bearish,b'$SNAP And it looked COOL $FB Evan CEO needs to talk/have a conference/something show he&#39;s not a #bro or sue Facebook. Right now feels like L',Bearish
Bearish,b'$SNAP Yikes. I just watched $FB F8 on YouTube. Zuckerberg is cutting out the glasses &amp; doing Augmented Reality directly on phone. No stylus.',None
None,b'@XiomaraB when i go on $snap# i spend lrss than 10 mins. I can spend hours on $fb',None
